timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732800281933,2231,HTTP Request,200,OK,JmeterScripttesting 1-30,text,true,,7490,208,67,67,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,2230,0,1255
1732800283395,803,HTTP Request,200,OK,JmeterScripttesting 1-103,text,true,,7489,208,68,68,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,803,0,360
1732800283387,812,HTTP Request,200,OK,JmeterScripttesting 1-101,text,true,,7485,208,68,68,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,811,0,330
1732800282715,1484,HTTP Request,200,OK,JmeterScripttesting 1-69,text,true,,7490,208,68,68,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1483,0,516
1732800283080,1123,HTTP Request,200,OK,JmeterScripttesting 1-81,text,true,,7491,208,65,65,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1119,0,336
1732800282812,1392,HTTP Request,200,OK,JmeterScripttesting 1-74,text,true,,7489,208,64,64,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1392,0,429
1732800282896,1309,HTTP Request,200,OK,JmeterScripttesting 1-78,text,true,,7487,208,64,64,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1308,0,516
1732800282837,1369,HTTP Request,200,OK,JmeterScripttesting 1-75,text,true,,7487,208,62,62,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1369,0,399
1732800283001,1206,HTTP Request,200,OK,JmeterScripttesting 1-80,text,true,,7487,208,62,62,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1205,0,408
1732800282882,1326,HTTP Request,200,OK,JmeterScripttesting 1-77,text,true,,7483,208,61,61,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1325,0,519
